config_name,stage,butterfly_width,coverage_band_width,center_tolerance,recenter_threshold,drift_persistence_bars,rebuild_cooldown_minutes,max_layers,primary_stop_loss_pct,primary_take_profit_pct,net_dollar_pnl,return_on_capital,max_drawdown_dollars,corridor_occupancy_rate,average_rebuilds_per_day,closed_layers,win_rate_by_closed_layer,profit_factor_by_closed_layer,profit_factor_by_day,best_day_pnl_dollars,worst_day_pnl_dollars,max_gross_deployment_dollars
structural_w80_cb160_tol12p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,16.0,8,60,2,0.25,0.2,91437.455,0.914375,-1384.7,0.5972,0.452,561,0.97148,205.252195,380.120024,1628.1807,-115.9196,6361.8
structural_w80_cb160_tol12p5_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,16.0,8,90,2,0.25,0.2,89917.7664,0.899178,-1384.7,0.5972,0.408,551,0.969147,188.575109,373.819057,1478.9124,-115.9196,6361.8
structural_w80_cb160_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,18.0,8,60,2,0.25,0.2,88877.5771,0.888776,-1384.7,0.5972,0.416,547,0.968921,195.276624,369.506201,1626.134,-115.9196,6361.8
structural_w80_cb160_tol12p5_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,18.0,8,90,2,0.25,0.2,87280.7169,0.872807,-1384.7,0.5972,0.368,536,0.966418,179.422667,362.885263,1478.9124,-115.9196,6361.8
structural_w80_cb160_tol12p5_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,16.0,10,60,2,0.25,0.2,86914.7019,0.869147,-1432.79,0.5972,0.348,530,0.967925,178.442326,237.612749,1676.0339,-126.1455,6361.8
structural_w80_cb160_tol12p5_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,16.0,10,90,2,0.25,0.2,85645.0704,0.856451,-1432.79,0.5972,0.316,522,0.965517,165.222216,234.156361,1510.7215,-126.1455,6361.8
structural_w80_cb160_tol12p5_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,20.0,8,60,2,0.25,0.2,85172.9887,0.85173,-1384.7,0.5972,0.336,521,0.96929,191.105841,354.146153,1478.9124,-115.9196,6361.8
structural_w80_cb160_tol12p5_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,20.0,8,90,2,0.25,0.2,84467.8007,0.844678,-1384.7,0.5972,0.312,516,0.967054,177.073896,351.222287,1478.9124,-115.9196,6361.8
structural_w80_cb160_tol12p5_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,18.0,10,60,2,0.25,0.2,84306.9109,0.843069,-1432.79,0.5972,0.308,516,0.967054,173.11835,230.513414,1676.0339,-126.1455,6361.8
structural_w80_cb160_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,16.0,8,60,2,0.25,0.2,84306.5021,0.843065,-1432.79,0.656,0.332,520,0.961538,118.338543,166.817599,1355.1548,-135.7399,6361.8
structural_w80_cb160_tol12p5_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,18.0,10,90,2,0.25,0.2,83225.9778,0.83226,-1432.79,0.5972,0.28,509,0.964637,160.583678,227.570729,1510.7215,-126.1455,6361.8
structural_w80_cb160_tol15_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,16.0,8,90,2,0.25,0.2,82800.3807,0.828004,-1432.79,0.656,0.292,510,0.958824,111.372586,163.855296,1202.3563,-135.7399,6361.8
structural_w80_cb160_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,18.0,8,60,2,0.25,0.2,82133.7416,0.821337,-1432.79,0.656,0.304,507,0.960552,115.314507,162.544122,1353.1229,-135.7399,6361.8
structural_w80_cb160_tol12p5_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,20.0,10,60,2,0.25,0.2,81793.4319,0.817934,-1432.79,0.5972,0.256,500,0.964,140.751093,175.739728,1510.7215,-126.1455,6361.8
structural_w80_cb160_tol12p5_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,12.5,20.0,10,90,2,0.25,0.2,81175.3077,0.811753,-1432.79,0.5972,0.24,496,0.961694,132.568916,174.419196,1510.7215,-126.1455,6361.8
structural_w80_cb160_tol15_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,18.0,8,90,2,0.25,0.2,80784.5148,0.807845,-1432.79,0.656,0.268,498,0.957831,108.68548,159.890405,1202.3563,-135.7399,6361.8
structural_w80_cb160_tol15_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,20.0,8,60,2,0.25,0.2,80340.03,0.8034,-1432.79,0.656,0.26,496,0.961694,114.308304,159.016174,1202.3563,-135.7399,6361.8
structural_w80_cb160_tol15_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,20.0,8,90,2,0.25,0.2,79808.607,0.798086,-1432.79,0.656,0.244,492,0.95935,108.741839,157.970949,1202.3563,-135.7399,6361.8
structural_w80_cb160_tol15_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,16.0,10,60,2,0.25,0.2,79086.4614,0.790865,-3486.09,0.656,0.264,495,0.957576,29.708312,31.194553,1376.6593,-2203.3301,6361.8
structural_w80_cb160_tol15_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,18.0,10,60,2,0.25,0.2,78147.6825,0.781477,-3486.09,0.656,0.244,489,0.957055,29.367558,30.836135,1376.6593,-2203.3301,6361.8
structural_w80_cb160_tol15_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,16.0,10,90,2,0.25,0.2,77992.5759,0.779926,-3486.09,0.656,0.236,488,0.954918,28.989159,30.776916,1208.8291,-2203.3301,6361.8
structural_w80_cb160_tol15_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,18.0,10,90,2,0.25,0.2,77237.8821,0.772379,-3486.09,0.656,0.22,483,0.954451,28.718345,30.488781,1208.8291,-2203.3301,6361.8
structural_w80_cb160_tol15_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,20.0,10,60,2,0.25,0.2,75836.0606,0.758361,-3486.09,0.656,0.2,475,0.953684,27.606475,28.88103,1208.8291,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,16.0,8,60,2,0.25,0.2,75250.7109,0.752507,-3486.09,0.7097,0.184,472,0.957627,28.09789,29.721321,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol15_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,15.0,20.0,10,90,2,0.25,0.2,75232.1789,0.752322,-3486.09,0.656,0.184,471,0.951168,27.104286,28.659014,1208.8291,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,18.0,8,60,2,0.25,0.2,74893.2678,0.748933,-3486.09,0.7097,0.18,470,0.957447,27.969172,29.584894,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,16.0,8,90,2,0.25,0.2,74881.5477,0.748815,-3486.09,0.7097,0.172,469,0.957356,27.964955,29.580421,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,18.0,8,90,2,0.25,0.2,74787.2372,0.747872,-3486.09,0.7097,0.172,469,0.957356,27.930994,29.544425,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,20.0,8,60,2,0.25,0.2,74269.9479,0.742699,-3486.09,0.7097,0.172,467,0.957173,27.744714,29.346988,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,20.0,8,90,2,0.25,0.2,74163.9173,0.741639,-3486.09,0.7097,0.164,466,0.957082,27.706536,29.306519,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,20.0,10,60,2,0.25,0.2,72398.1098,0.723981,-3486.09,0.7097,0.124,453,0.953642,26.554334,27.66318,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,16.0,10,60,2,0.25,0.2,72286.2201,0.722862,-3486.09,0.7097,0.128,453,0.951435,26.467198,27.621973,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,18.0,10,60,2,0.25,0.2,72286.2201,0.722862,-3486.09,0.7097,0.128,453,0.951435,26.467198,27.621973,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,20.0,10,90,2,0.25,0.2,72275.8625,0.722759,-3486.09,0.7097,0.12,452,0.951327,26.360174,27.618158,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,16.0,10,90,2,0.25,0.2,72009.802,0.720098,-3486.09,0.7097,0.12,451,0.949002,26.219919,27.520172,1178.4856,-2203.3301,6361.8
structural_w80_cb160_tol17p5_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,17.5,18.0,10,90,2,0.25,0.2,72009.802,0.720098,-3486.09,0.7097,0.12,451,0.949002,26.219919,27.520172,1178.4856,-2203.3301,6361.8
structural_w70_cb140_tol12p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,16.0,8,60,2,0.25,0.2,71575.8107,0.715758,-1281.79,0.5972,0.452,561,0.928699,57.162943,97.494502,1305.2629,-179.1028,5569.8
structural_w70_cb140_tol12p5_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,16.0,8,90,2,0.25,0.2,70362.2741,0.703623,-1281.79,0.5972,0.408,551,0.916515,51.528689,95.85848,1186.6919,-179.1028,5569.8
structural_w70_cb140_tol12p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,18.0,8,60,2,0.25,0.2,69441.7437,0.694417,-1281.79,0.5972,0.416,547,0.925046,54.053052,94.617472,1303.2171,-179.1028,5569.8
structural_w80_cb160_tol20_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,16.0,8,60,2,0.25,0.2,68926.2437,0.689262,-3400.2400000000002,0.7548,0.108,439,0.949886,24.9423,26.352956,1266.306,-2203.9259,6361.8
structural_w80_cb160_tol20_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,18.0,8,60,2,0.25,0.2,68926.2437,0.689262,-3400.2400000000002,0.7548,0.108,439,0.949886,24.9423,26.352956,1266.306,-2203.9259,6361.8
structural_w80_cb160_tol20_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,20.0,8,60,2,0.25,0.2,68926.2437,0.689262,-3400.2400000000002,0.7548,0.108,439,0.949886,24.9423,26.352956,1266.306,-2203.9259,6361.8
structural_w80_cb160_tol20_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,16.0,8,90,2,0.25,0.2,68655.843,0.686558,-3400.2400000000002,0.7548,0.1,437,0.949657,24.84838,26.253495,1266.306,-2203.9259,6361.8
structural_w80_cb160_tol20_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,18.0,8,90,2,0.25,0.2,68655.843,0.686558,-3400.2400000000002,0.7548,0.1,437,0.949657,24.84838,26.253495,1266.306,-2203.9259,6361.8
structural_w80_cb160_tol20_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,20.0,8,90,2,0.25,0.2,68655.843,0.686558,-3400.2400000000002,0.7548,0.1,437,0.949657,24.84838,26.253495,1266.306,-2203.9259,6361.8
structural_w80_cb160_tol20_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,16.0,10,60,2,0.25,0.2,68532.7625,0.685328,-3400.2400000000002,0.7548,0.08,433,0.946882,24.922887,26.208223,1278.1648,-2203.9259,6361.8
structural_w80_cb160_tol20_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,18.0,10,60,2,0.25,0.2,68532.7625,0.685328,-3400.2400000000002,0.7548,0.08,433,0.946882,24.922887,26.208223,1278.1648,-2203.9259,6361.8
structural_w80_cb160_tol20_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,20.0,10,60,2,0.25,0.2,68532.7625,0.685328,-3400.2400000000002,0.7548,0.08,433,0.946882,24.922887,26.208223,1278.1648,-2203.9259,6361.8
structural_w80_cb160_tol20_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,16.0,10,90,2,0.25,0.2,68380.7383,0.683807,-3400.2400000000002,0.7548,0.076,432,0.944444,24.730075,26.152304,1278.1648,-2203.9259,6361.8
structural_w80_cb160_tol20_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,18.0,10,90,2,0.25,0.2,68380.7383,0.683807,-3400.2400000000002,0.7548,0.076,432,0.944444,24.730075,26.152304,1278.1648,-2203.9259,6361.8
structural_w80_cb160_tol20_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,80.0,160.0,20.0,20.0,10,90,2,0.25,0.2,68380.7383,0.683807,-3400.2400000000002,0.7548,0.076,432,0.944444,24.730075,26.152304,1278.1648,-2203.9259,6361.8
structural_w70_cb140_tol12p5_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,18.0,8,90,2,0.25,0.2,68181.9079,0.681819,-1281.79,0.5972,0.368,536,0.912313,48.779853,92.919032,1186.6919,-179.1028,5569.8
structural_w70_cb140_tol12p5_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,16.0,10,60,2,0.25,0.2,67989.8198,0.679898,-1330.51,0.5972,0.348,530,0.911321,48.426238,67.947814,1352.8852,-191.201,5569.8
structural_w70_cb140_tol12p5_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,16.0,10,90,2,0.25,0.2,66965.6981,0.669657,-1330.51,0.5972,0.316,522,0.908046,45.70487,66.939388,1218.2777,-191.201,5569.8
structural_w70_cb140_tol12p5_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,20.0,8,60,2,0.25,0.2,66530.1994,0.665302,-1281.79,0.5972,0.336,521,0.913628,49.715404,88.115662,1186.6919,-179.1028,5569.8
structural_w70_cb140_tol12p5_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,20.0,8,90,2,0.25,0.2,65977.8535,0.659779,-1281.79,0.5972,0.312,516,0.905039,46.583037,87.392412,1186.6919,-179.1028,5569.8
structural_w70_cb140_tol12p5_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,18.0,10,60,2,0.25,0.2,65808.0704,0.658081,-1330.51,0.5972,0.308,516,0.906977,46.250961,65.799502,1352.8852,-191.201,5569.8
structural_w70_cb140_tol12p5_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,18.0,10,90,2,0.25,0.2,64942.0357,0.64942,-1330.51,0.5972,0.28,509,0.903733,43.762974,64.94674,1218.2777,-191.201,5569.8
structural_w70_cb140_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,16.0,8,60,2,0.25,0.2,63997.8498,0.639978,-3063.94,0.656,0.332,519,0.913295,19.877379,22.979827,1094.6627,-1947.3962,5569.8
structural_w70_cb140_tol12p5_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,20.0,10,60,2,0.25,0.2,63784.452,0.637845,-1330.51,0.5972,0.256,500,0.9,40.486433,53.841801,1218.2777,-191.201,5569.8
structural_w70_cb140_tol12p5_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,12.5,20.0,10,90,2,0.25,0.2,63289.1271,0.632891,-1330.51,0.5972,0.24,496,0.897177,38.678575,53.431452,1218.2777,-191.201,5569.8
structural_w70_cb140_tol15_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,16.0,8,90,2,0.25,0.2,62798.187,0.627982,-3063.94,0.656,0.292,509,0.905697,18.971565,22.567807,1006.6168,-1947.3962,5569.8
structural_w70_cb140_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,18.0,8,60,2,0.25,0.2,62226.8703,0.622269,-3063.94,0.656,0.304,506,0.911067,19.354989,22.37159,1092.6316,-1947.3962,5569.8
structural_w70_cb140_tol15_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,16.0,10,60,2,0.25,0.2,61577.5565,0.615776,-3063.94,0.656,0.264,495,0.90101,18.709793,20.87854,1116.1572,-1947.3962,5569.8
structural_w70_cb140_tol15_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,18.0,8,90,2,0.25,0.2,61153.5054,0.611535,-3063.94,0.656,0.268,497,0.903421,18.500889,22.002947,1006.6168,-1947.3962,5569.8
structural_w70_cb140_tol15_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,18.0,10,60,2,0.25,0.2,60817.7679,0.608178,-3063.94,0.656,0.244,489,0.899796,18.491268,20.633264,1116.1572,-1947.3962,5569.8
structural_w70_cb140_tol15_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,20.0,8,60,2,0.25,0.2,60769.1277,0.607691,-3063.94,0.656,0.26,495,0.90303,18.827191,21.870934,1006.6168,-1947.3962,5569.8
structural_w70_cb140_tol15_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,16.0,10,90,2,0.25,0.2,60698.5754,0.606986,-3063.94,0.656,0.236,488,0.89959,18.175531,20.594787,1006.6168,-1947.3962,5569.8
structural_w70_cb140_tol15_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,20.0,8,90,2,0.25,0.2,60359.838,0.603598,-3063.94,0.656,0.244,491,0.900204,18.354456,21.730365,1006.6168,-1947.3962,5569.8
structural_w70_cb140_tol15_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,18.0,10,90,2,0.25,0.2,60092.1584,0.600922,-3063.94,0.656,0.22,483,0.898551,18.003928,20.399022,1006.6168,-1947.3962,5569.8
structural_w70_cb140_tol15_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,20.0,10,60,2,0.25,0.2,58933.7183,0.589337,-3063.94,0.656,0.2,475,0.892632,17.270471,19.037604,1006.6168,-1947.3962,5569.8
structural_w70_cb140_tol17p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,17.5,16.0,8,60,2,0.25,0.2,58452.7256,0.584527,-3063.94,0.7097,0.184,472,0.908898,17.975248,20.508946,1009.1254,-1947.3962,5569.8
structural_w70_cb140_tol15_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,15.0,20.0,10,90,2,0.25,0.2,58452.6293,0.584526,-3063.94,0.656,0.184,471,0.89172,16.88772,18.890359,1006.6168,-1947.3962,5569.8
structural_w70_cb140_tol17p5_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,17.5,16.0,8,90,2,0.25,0.2,58174.2622,0.581743,-3063.94,0.7097,0.172,469,0.906183,17.884522,20.416007,1009.1254,-1947.3962,5569.8
structural_w70_cb140_tol17p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,17.5,18.0,8,60,2,0.25,0.2,58157.4346,0.581574,-3063.94,0.7097,0.18,470,0.908511,17.889493,20.410391,1009.1254,-1947.3962,5569.8
structural_w70_cb140_tol17p5_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,17.5,18.0,8,90,2,0.25,0.2,58080.8299,0.580808,-3063.94,0.7097,0.172,469,0.906183,17.857405,20.384823,1009.1254,-1947.3962,5569.8
structural_w70_cb140_tol17p5_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,70.0,140.0,17.5,20.0,8,60,2,0.25,0.2,57625.6629,0.576257,-3063.94,0.7097,0.172,467,0.907923,17.735059,20.232909,1009.1254,-1947.3962,5569.8
structural_w70_cb140_tol17p5_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,70.0,140.0,17.5,20.0,8,90,2,0.25,0.2,57549.0581,0.575491,-3063.94,0.7097,0.164,466,0.905579,17.703061,20.207341,1009.1254,-1947.3962,5569.8
